613.4396355353076  8.425468081560098
607.0615034168566  26.30423912439585
613.4396355353076  48.26286645554387
610.2505694760821  153.1372113265552
592.7107061503418  198.64529510898754
533.7129840546697  210.7718947348927
455.5808656036447  187.9169213104432
428.47380410022777 187.88543807989333
396.58314350797275 171.58823638350276
353.5307517084283  170.72522547548937
321.64009111617315 151.17599125877365
297.72209567198183 150.33520380761894
294.5330296127563  133.2583291664352
251.48063781321187 126.70426134785265
195.67198177676536 103.06220715965702
149.43052391799543 71.30118339907779
98.40546697038724  56.607774505991074
84.05466970387243  43.582976832046256
76.08200455580868  34.6306276274608
68.10933940774487  37.0603922440136
34.624145785877005 20.76133859288484
